spliceName	chrom	strand	start	end	CT
ENSRNOG00000002194:J008	chr14	+	10581392	10587199	3
ENSRNOG00000002194:J009	chr14	+	10587366	10591590	21
ENSRNOG00000002194:J010	chr14	+	10591712	10593307	28
ENSRNOG00000002194:J011	chr14	+	10593393	10594832	15
ENSRNOG00000002194:J012	chr14	+	10594966	10596947	9
ENSRNOG00000002194:J013	chr14	+	10597136	10599745	14
ENSRNOG00000002196:J006	chr14	+	37435719	37439335	33
ENSRNOG00000002196:J007	chr14	+	37439432	37441913	11
ENSRNOG00000002196:J008	chr14	+	37441967	37443806	9
ENSRNOG00000002196:J009	chr14	+	37443854	37444644	12
ENSRNOG00000002199:J007	chr14	-	34503805	34504409	13
ENSRNOG00000002199:J008	chr14	-	34504515	34507699	17
ENSRNOG00000002199:J009	chr14	-	34507879	34508234	37
ENSRNOG00000002199:J010	chr14	-	34508410	34514255	21
ENSRNOG00000002199:J011	chr14	-	34514481	34527847	4
ENSRNOG00000002203:J013	chr14	+	10787114	10792004	5
ENSRNOG00000002203:J014	chr14	+	10792128	10794717	11
ENSRNOG00000002203:J015	chr14	+	10794860	10811034	7
ENSRNOG00000002203:J016	chr14	+	10811251	10815249	7
ENSRNOG00000002203:J017	chr14	+	10815323	10815662	12
ENSRNOG00000002203:J018	chr14	+	10815860	10816617	4
ENSRNOG00000002203:J019	chr14	+	10816709	10817340	2
ENSRNOG00000002203:J020	chr14	+	10817412	10818954	5
ENSRNOG00000002203:J021	chr14	+	10819057	10819206	5
ENSRNOG00000002203:J022	chr14	+	10819344	10822524	2
ENSRNOG00000002203:J023	chr14	+	10822727	10825875	7
ENSRNOG00000002204:J024	chr14	+	16925147	16926661	34
ENSRNOG00000002204:J025	chr14	+	16926879	16929643	30
ENSRNOG00000002204:J026	chr14	+	16929753	16930073	34
ENSRNOG00000002204:J027	chr14	+	16930401	16930719	15
ENSRNOG00000002204:J028	chr14	+	16930796	16932516	33
ENSRNOG00000002204:J029	chr14	+	16932627	16934440	31
ENSRNOG00000002204:J030	chr14	+	16934555	16941699	8
ENSRNOG00000002204:J031	chr14	+	16941819	16942378	13
ENSRNOG00000002204:J032	chr14	+	16942576	16942966	12
ENSRNOG00000002204:J033	chr14	+	16943449	16945287	10
ENSRNOG00000002204:J034	chr14	+	16945477	16947463	11
ENSRNOG00000002204:J035	chr14	+	16947616	16949812	20
ENSRNOG00000002204:J036	chr14	+	16949925	16954813	15
ENSRNOG00000002204:J037	chr14	+	16954972	16956760	10
ENSRNOG00000002204:J038	chr14	+	16956853	16957915	13
ENSRNOG00000002204:J039	chr14	+	16958041	16958666	11
ENSRNOG00000002204:J040	chr14	+	16958809	16961156	9
ENSRNOG00000002204:J041	chr14	+	16961216	16963705	7
ENSRNOG00000002204:J042	chr14	+	16963765	16966895	10
ENSRNOG00000002204:J043	chr14	+	16966963	16970936	6
ENSRNOG00000002204:J044	chr14	+	16971095	16973043	8
ENSRNOG00000002204:J045	chr14	+	16973151	16974281	10
ENSRNOG00000002205:J011	chr14	-	37458508	37461515	63
ENSRNOG00000002205:J012	chr14	-	37461668	37465098	98
ENSRNOG00000002205:J013	chr14	-	37465274	37467116	112
ENSRNOG00000002205:J014	chr14	-	37467252	37468137	80
ENSRNOG00000002205:J015	chr14	-	37468171	37468172	68
ENSRNOG00000002205:J016	chr14	-	37468186	37470438	60
ENSRNOG00000002205:J017	chr14	-	37470492	37473382	77
ENSRNOG00000002205:J018	chr14	-	37473463	37473868	42
ENSRNOG00000002205:J019	chr14	-	37473931	37475262	39
ENSRNOG00000002207:J018	chr14	+	62609759	62610739	10
ENSRNOG00000002207:J019	chr14	+	62610851	62611022	37
ENSRNOG00000002207:J020	chr14	+	62611171	62611430	18
ENSRNOG00000002207:J021	chr14	+	62611511	62612085	5
ENSRNOG00000002207:J022	chr14	+	62612163	62612830	7
ENSRNOG00000002207:J023	chr14	+	62612914	62614705	11
ENSRNOG00000002207:J024	chr14	+	62614770	62615244	15
ENSRNOG00000002207:J025	chr14	+	62615448	62616659	18
ENSRNOG00000002207:J026	chr14	+	62616799	62617887	23
ENSRNOG00000002207:J027	chr14	+	62618011	62618774	34
ENSRNOG00000002207:J028	chr14	+	62618907	62619686	33
ENSRNOG00000002207:J029	chr14	+	62619830	62620278	21
ENSRNOG00000002207:J030	chr14	+	62620412	62621668	30
ENSRNOG00000002207:J031	chr14	+	62621770	62622462	19
ENSRNOG00000002207:J032	chr14	+	62622582	62624061	28
ENSRNOG00000002207:J033	chr14	+	62624098	62624649	30
ENSRNOG00000002208:J012	chr14	-	16623955	16625544	11
ENSRNOG00000002208:J013	chr14	-	16625817	16631930	15
ENSRNOG00000002208:J014	chr14	-	16632081	16633891	17
ENSRNOG00000002208:J015	chr14	-	16634383	16635767	4
ENSRNOG00000002208:J016	chr14	-	16636586	16639595	5
ENSRNOG00000002208:J017	chr14	-	16639666	16645532	11
ENSRNOG00000002208:J018	chr14	-	16648737	16652918	18
ENSRNOG00000002208:J019	chr14	-	16653050	16667861	9
ENSRNOG00000002208:J020	chr14	-	16667993	16814388	1
ENSRNOG00000002208:J021	chr14	-	16814543	16902102	3
ENSRNOG00000002210:J008	chr14	+	7073708	7076684	87
ENSRNOG00000002210:J009	chr14	+	7076792	7084620	93
ENSRNOG00000002210:J010	chr14	+	7084752	7085906	56
ENSRNOG00000002210:J011	chr14	+	7086013	7092340	54
ENSRNOG00000002210:J012	chr14	+	7092478	7102064	230
ENSRNOG00000002210:J013	chr14	+	7102181	7103838	426
ENSRNOG00000002212:J008	chr14	+	7113823	7118522	0
ENSRNOG00000002212:J009	chr14	+	7118630	7120482	6
ENSRNOG00000002212:J010	chr14	+	7120614	7122478	1
ENSRNOG00000002212:J011	chr14	+	7122585	7124549	6
ENSRNOG00000002212:J012	chr14	+	7124687	7126189	1
ENSRNOG00000002212:J013	chr14	+	7126306	7127803	2
ENSRNOG00000002214:J014	chr14	+	7169651	7190150	0
ENSRNOG00000002214:J015	chr14	+	7171723	7186514	6
ENSRNOG00000002214:J016	chr14	+	7186575	7190150	5
ENSRNOG00000002214:J017	chr14	+	7190518	7200501	7
ENSRNOG00000002214:J018	chr14	+	7201050	7202471	8
ENSRNOG00000002214:J019	chr14	+	7202658	7204881	5
ENSRNOG00000002214:J020	chr14	+	7205025	7206501	6
ENSRNOG00000002214:J021	chr14	+	7206613	7209638	6
ENSRNOG00000002214:J022	chr14	+	7209807	7210004	6
ENSRNOG00000002214:J023	chr14	+	7210164	7212802	9
ENSRNOG00000002214:J024	chr14	+	7213004	7213900	6
ENSRNOG00000002216:J015	chr14	-	34556771	34556986	0
ENSRNOG00000002216:J016	chr14	-	34557035	34557965	4
ENSRNOG00000002216:J017	chr14	-	34558100	34561460	4
ENSRNOG00000002216:J018	chr14	-	34561650	34561788	0
ENSRNOG00000002216:J019	chr14	-	34561658	34562163	6
ENSRNOG00000002216:J020	chr14	-	34561671	34561672	0
ENSRNOG00000002216:J021	chr14	-	34561792	34562159	0
ENSRNOG00000002216:J022	chr14	-	34562199	34564028	2
ENSRNOG00000002216:J023	chr14	-	34564171	34570135	2
ENSRNOG00000002217:J006	chr14	+	10692882	10703340	13
ENSRNOG00000002217:J007	chr14	+	10703478	10706302	5
ENSRNOG00000002217:J008	chr14	+	10706427	10709834	4
ENSRNOG00000002217:J009	chr14	+	10709950	10714289	6
ENSRNOG00000002218:J003	chr14	-	16978006	16979478	0
ENSRNOG00000002224:J007	chr14	-	62568358	62570369	0
ENSRNOG00000002224:J008	chr14	-	62570551	62572578	0
ENSRNOG00000002224:J009	chr14	-	62572724	62577240	0
ENSRNOG00000002224:J010	chr14	-	62577404	62594246	0
ENSRNOG00000002224:J011	chr14	-	62594363	62595774	0
ENSRNOG00000002225:J013	chr14	+	17064571	17084957	94
ENSRNOG00000002225:J014	chr14	+	17085115	17098808	156
ENSRNOG00000002225:J015	chr14	+	17098956	17100987	112
ENSRNOG00000002225:J016	chr14	+	17101176	17101807	108
ENSRNOG00000002225:J017	chr14	+	17101899	17106301	259
ENSRNOG00000002225:J018	chr14	+	17106421	17107038	167
ENSRNOG00000002225:J019	chr14	+	17107208	17109420	135
ENSRNOG00000002225:J020	chr14	+	17109539	17110490	300
ENSRNOG00000002225:J021	chr14	+	17110564	17111850	138
ENSRNOG00000002225:J022	chr14	+	17111902	17113553	177
ENSRNOG00000002225:J023	chr14	+	17113712	17115317	95
ENSRNOG00000002227:J025	chr14	-	35074520	35075588	381
ENSRNOG00000002227:J026	chr14	-	35075694	35076028	186
ENSRNOG00000002227:J027	chr14	-	35076128	35076239	232
ENSRNOG00000002227:J028	chr14	-	35076351	35079268	155
ENSRNOG00000002227:J029	chr14	-	35079391	35080415	88
ENSRNOG00000002227:J030	chr14	-	35080543	35081246	188
ENSRNOG00000002227:J031	chr14	-	35081335	35083091	244
ENSRNOG00000002227:J032	chr14	-	35083242	35084712	105
ENSRNOG00000002227:J033	chr14	-	35084823	35084924	185
ENSRNOG00000002227:J034	chr14	-	35085029	35085300	196
ENSRNOG00000002227:J035	chr14	-	35085427	35085524	191
ENSRNOG00000002227:J036	chr14	-	35085631	35087220	28
ENSRNOG00000002227:J037	chr14	-	35085631	35087232	113
ENSRNOG00000002227:J038	chr14	-	35087414	35088993	66
ENSRNOG00000002227:J039	chr14	-	35089108	35102266	254
ENSRNOG00000002227:J040	chr14	-	35102382	35104533	270
ENSRNOG00000002227:J041	chr14	-	35104723	35109775	350
ENSRNOG00000002227:J042	chr14	-	35109950	35114108	297
ENSRNOG00000002227:J043	chr14	-	35114245	35115468	164
ENSRNOG00000002227:J044	chr14	-	35115750	35117720	161
ENSRNOG00000002227:J045	chr14	-	35117990	35149497	69
ENSRNOG00000002232:J026	chr14	-	7227550	7228345	21
ENSRNOG00000002232:J027	chr14	-	7228569	7230033	0
ENSRNOG00000002232:J028	chr14	-	7228572	7230040	13
ENSRNOG00000002232:J029	chr14	-	7230178	7230726	24
ENSRNOG00000002232:J030	chr14	-	7230798	7231335	19
ENSRNOG00000002232:J031	chr14	-	7231469	7234423	8
ENSRNOG00000002232:J032	chr14	-	7234484	7234595	9
ENSRNOG00000002232:J033	chr14	-	7234687	7235256	18
ENSRNOG00000002232:J034	chr14	-	7235503	7236633	32
ENSRNOG00000002232:J035	chr14	-	7236731	7242845	29
ENSRNOG00000002232:J036	chr14	-	7243838	7247919	14
ENSRNOG00000002232:J037	chr14	-	7248073	7250198	7
ENSRNOG00000002232:J038	chr14	-	7250236	7250359	12
ENSRNOG00000002232:J039	chr14	-	7250414	7258925	17
ENSRNOG00000002232:J040	chr14	-	7258977	7260579	51
ENSRNOG00000002232:J041	chr14	-	7260616	7262000	44
ENSRNOG00000002232:J042	chr14	-	7262087	7265021	36
ENSRNOG00000002232:J043	chr14	-	7265066	7291690	24
ENSRNOG00000002232:J044	chr14	-	7292554	7293205	46
ENSRNOG00000002232:J045	chr14	-	7293326	7325469	0
ENSRNOG00000002232:J046	chr14	-	7293326	7365434	2
ENSRNOG00000002232:J047	chr14	-	7365490	7384687	3
ENSRNOG00000002244+ENSRNOG00000060110:J026	chr14	-	35531188	35533867	43
ENSRNOG00000002244+ENSRNOG00000060110:J027	chr14	-	35534109	35537875	49
ENSRNOG00000002244+ENSRNOG00000060110:J028	chr14	-	35537981	35538087	50
ENSRNOG00000002244+ENSRNOG00000060110:J029	chr14	-	35538187	35539172	68
ENSRNOG00000002244+ENSRNOG00000060110:J030	chr14	-	35539284	35541690	31
ENSRNOG00000002244+ENSRNOG00000060110:J031	chr14	-	35541813	35542099	53
ENSRNOG00000002244+ENSRNOG00000060110:J032	chr14	-	35542215	35544644	44
ENSRNOG00000002244+ENSRNOG00000060110:J033	chr14	-	35544811	35545865	48
ENSRNOG00000002244+ENSRNOG00000060110:J034	chr14	-	35546019	35546236	55
ENSRNOG00000002244+ENSRNOG00000060110:J035	chr14	-	35546347	35547102	21
ENSRNOG00000002244+ENSRNOG00000060110:J036	chr14	-	35547207	35549243	13
ENSRNOG00000002244+ENSRNOG00000060110:J037	chr14	-	35549376	35549591	37
ENSRNOG00000002244+ENSRNOG00000060110:J038	chr14	-	35549686	35550329	19
ENSRNOG00000002244+ENSRNOG00000060110:J039	chr14	-	35550523	35559081	42
ENSRNOG00000002244+ENSRNOG00000060110:J040	chr14	-	35559208	35560649	33
ENSRNOG00000002244+ENSRNOG00000060110:J041	chr14	-	35560765	35562187	49
ENSRNOG00000002244+ENSRNOG00000060110:J042	chr14	-	35562377	35562462	18
ENSRNOG00000002244+ENSRNOG00000060110:J043	chr14	-	35562634	35564401	26
ENSRNOG00000002244+ENSRNOG00000060110:J044	chr14	-	35564532	35565340	23
ENSRNOG00000002244+ENSRNOG00000060110:J045	chr14	-	35565601	35569755	45
ENSRNOG00000002244+ENSRNOG00000060110:J046	chr14	-	35570073	35571293	36
ENSRNOG00000002244+ENSRNOG00000060110:J047	chr14	-	35571351	35580910	13
ENSRNOG00000002246:J019	chr14	-	42466050	42468304	74
ENSRNOG00000002246:J020	chr14	-	42468418	42470484	90
ENSRNOG00000002246:J021	chr14	-	42470614	42472551	49
ENSRNOG00000002246:J022	chr14	-	42472717	42474656	64
ENSRNOG00000002246:J023	chr14	-	42474764	42475135	42
ENSRNOG00000002246:J024	chr14	-	42475207	42476225	53
ENSRNOG00000002246:J025	chr14	-	42476265	42478814	50
ENSRNOG00000002246:J026	chr14	-	42478950	42480829	71
ENSRNOG00000002246:J027	chr14	-	42480885	42485053	94
ENSRNOG00000002246:J028	chr14	-	42485156	42486582	32
ENSRNOG00000002246:J029	chr14	-	42486650	42489556	81
ENSRNOG00000002246:J030	chr14	-	42489615	42490984	86
ENSRNOG00000002246:J031	chr14	-	42491067	42491365	74
ENSRNOG00000002246:J032	chr14	-	42491458	42492384	110
ENSRNOG00000002246:J033	chr14	-	42492484	42493756	105
ENSRNOG00000002246:J034	chr14	-	42493816	42510731	100
ENSRNOG00000002246:J035	chr14	-	42510899	42519502	17
ENSRNOG00000002247:J013	chr14	+	17123663	17127346	23
ENSRNOG00000002247:J014	chr14	+	17127430	17127518	35
ENSRNOG00000002247:J015	chr14	+	17127671	17129926	19
ENSRNOG00000002247:J016	chr14	+	17130153	17131877	36
ENSRNOG00000002247:J017	chr14	+	17132065	17132988	8
ENSRNOG00000002247:J018	chr14	+	17133185	17134421	23
ENSRNOG00000002247:J019	chr14	+	17134476	17134864	22
ENSRNOG00000002247:J020	chr14	+	17134958	17137545	57
ENSRNOG00000002247:J021	chr14	+	17137653	17139218	35
ENSRNOG00000002247:J022	chr14	+	17139338	17139601	31
ENSRNOG00000002247:J023	chr14	+	17139712	17141045	32
ENSRNOG00000002248:J063	chr14	+	37552352	37633637	0
ENSRNOG00000002248:J064	chr14	+	37633837	37644129	29
ENSRNOG00000002248:J065	chr14	+	37644183	37647061	34
ENSRNOG00000002248:J066	chr14	+	37647201	37647924	18
ENSRNOG00000002248:J067	chr14	+	37648021	37653905	24
ENSRNOG00000002248:J068	chr14	+	37653985	37654678	32
ENSRNOG00000002248:J069	chr14	+	37654759	37656915	25
ENSRNOG00000002248:J070	chr14	+	37657084	37657311	21
ENSRNOG00000002248:J071	chr14	+	37657404	37659259	43
ENSRNOG00000002248:J072	chr14	+	37659358	37660521	42
ENSRNOG00000002248:J073	chr14	+	37660623	37664188	24
ENSRNOG00000002248:J074	chr14	+	37664233	37666595	23
ENSRNOG00000002248:J075	chr14	+	37666699	37666966	45
ENSRNOG00000002248:J076	chr14	+	37667075	37668741	17
ENSRNOG00000002248:J077	chr14	+	37668828	37670671	30
ENSRNOG00000002248:J078	chr14	+	37670843	37671227	20
ENSRNOG00000002248:J079	chr14	+	37671360	37674736	30
ENSRNOG00000002248:J080	chr14	+	37674844	37678298	45
ENSRNOG00000002248:J081	chr14	+	37678536	37679835	8
ENSRNOG00000002248:J082	chr14	+	37680018	37680264	13
ENSRNOG00000002248:J083	chr14	+	37680351	37681680	34
ENSRNOG00000002248:J084	chr14	+	37681949	37682572	33
ENSRNOG00000002248:J085	chr14	+	37682768	37683730	25
ENSRNOG00000002248:J086	chr14	+	37683855	37684631	30
ENSRNOG00000002248:J087	chr14	+	37684689	37686850	26
ENSRNOG00000002248:J088	chr14	+	37686942	37690817	31
ENSRNOG00000002248:J089	chr14	+	37690990	37692824	23
ENSRNOG00000002248:J090	chr14	+	37692985	37693588	13
ENSRNOG00000002248:J091	chr14	+	37693699	37694965	9
ENSRNOG00000002248:J092	chr14	+	37695120	37695403	17
ENSRNOG00000002248:J093	chr14	+	37695503	37696566	22
ENSRNOG00000002248:J094	chr14	+	37696735	37698651	18
ENSRNOG00000002248:J095	chr14	+	37698908	37699229	8
ENSRNOG00000002248:J096	chr14	+	37699370	37703024	18
ENSRNOG00000002248:J097	chr14	+	37703193	37705837	30
ENSRNOG00000002248:J098	chr14	+	37705922	37706571	25
ENSRNOG00000002248:J099	chr14	+	37706684	37707757	17
ENSRNOG00000002248:J100	chr14	+	37707908	37708545	17
ENSRNOG00000002248:J101	chr14	+	37708649	37710288	13
ENSRNOG00000002248:J102	chr14	+	37710474	37711865	35
ENSRNOG00000002248:J103	chr14	+	37712070	37713343	17
ENSRNOG00000002248:J104	chr14	+	37713465	37714082	23
ENSRNOG00000002248:J105	chr14	+	37714273	37715632	27
ENSRNOG00000002248:J106	chr14	+	37715727	37717129	45
ENSRNOG00000002248:J107	chr14	+	37717737	37718103	39
ENSRNOG00000002248:J108	chr14	+	37718201	37723254	18
ENSRNOG00000002248:J109	chr14	+	37723425	37724942	16
ENSRNOG00000002248:J110	chr14	+	37725083	37727076	16
ENSRNOG00000002248:J111	chr14	+	37727274	37727705	15
ENSRNOG00000002248:J112	chr14	+	37727867	37727978	26
ENSRNOG00000002248:J113	chr14	+	37728053	37728343	24
ENSRNOG00000002248:J114	chr14	+	37728520	37731924	17
ENSRNOG00000002248:J115	chr14	+	37732128	37734207	24
ENSRNOG00000002248:J116	chr14	+	37734372	37740325	16
ENSRNOG00000002248:J117	chr14	+	37740573	37742873	13
ENSRNOG00000002248:J118	chr14	+	37743081	37744324	16
ENSRNOG00000002248:J119	chr14	+	37744474	37745216	17
ENSRNOG00000002248:J120	chr14	+	37745315	37750717	22
ENSRNOG00000002248:J121	chr14	+	37750786	37753816	10
ENSRNOG00000002248:J122	chr14	+	37753927	37754960	30
ENSRNOG00000002248:J123	chr14	+	37755151	37755302	61
ENSRNOG00000002251:J036	chr14	+	10854796	10864456	3
ENSRNOG00000002251:J037	chr14	+	10854996	10864456	20
ENSRNOG00000002251:J038	chr14	+	10864536	10865211	17
ENSRNOG00000002251:J039	chr14	+	10865335	10866800	8
ENSRNOG00000002251:J040	chr14	+	10866999	10868197	35
ENSRNOG00000002251:J041	chr14	+	10868293	10869899	37
ENSRNOG00000002251:J042	chr14	+	10870040	10870994	10
ENSRNOG00000002251:J043	chr14	+	10871137	10874588	12
ENSRNOG00000002251:J044	chr14	+	10874688	10877145	25
ENSRNOG00000002251:J045	chr14	+	10877307	10877499	24
ENSRNOG00000002251:J046	chr14	+	10877652	10877903	15
ENSRNOG00000002251:J047	chr14	+	10878137	10879801	18
ENSRNOG00000002251:J048	chr14	+	10879876	10881560	22
ENSRNOG00000002251:J049	chr14	+	10879876	10884508	2
ENSRNOG00000002251:J050	chr14	+	10881599	10882042	17
ENSRNOG00000002251:J051	chr14	+	10882120	10884508	14
ENSRNOG00000002251:J052	chr14	+	10884587	10885011	28
ENSRNOG00000002251:J053	chr14	+	10885190	10886851	8
ENSRNOG00000002251:J054	chr14	+	10886978	10887834	15
ENSRNOG00000002251:J055	chr14	+	10887980	10889382	11
ENSRNOG00000002251:J056	chr14	+	10889556	10891524	9
ENSRNOG00000002251:J057	chr14	+	10891698	10894314	1
ENSRNOG00000002251:J058	chr14	+	10891698	10894995	14
ENSRNOG00000002251:J059	chr14	+	10894407	10894995	1
ENSRNOG00000002251:J060	chr14	+	10895119	10896876	15
ENSRNOG00000002251:J061	chr14	+	10895119	10902035	1
ENSRNOG00000002251:J062	chr14	+	10897167	10900767	0
ENSRNOG00000002251:J063	chr14	+	10897212	10902035	11
ENSRNOG00000002251:J064	chr14	+	10900806	10902035	1
ENSRNOG00000002251:J065	chr14	+	10902094	10904297	25
ENSRNOG00000002251:J066	chr14	+	10904561	10906766	19
ENSRNOG00000002251:J067	chr14	+	10906886	10907233	21
ENSRNOG00000002251:J068	chr14	+	10907305	10908984	23
ENSRNOG00000002254:J010	chr14	-	42539079	42540005	7
ENSRNOG00000002254:J011	chr14	-	42540126	42541923	63
ENSRNOG00000002254:J012	chr14	-	42542007	42551426	56
ENSRNOG00000002254:J013	chr14	-	42551560	42552694	43
ENSRNOG00000002254:J014	chr14	-	42552762	42555622	72
ENSRNOG00000002254:J015	chr14	-	42555810	42556242	49
ENSRNOG00000002254:J016	chr14	-	42556337	42559214	23
ENSRNOG00000002254:J017	chr14	-	42559284	42559441	22
ENSRNOG00000002256:J012	chr14	-	17143427	17145139	8
ENSRNOG00000002256:J013	chr14	-	17145172	17146231	7
ENSRNOG00000002256:J014	chr14	-	17146285	17148395	5
ENSRNOG00000002256:J015	chr14	-	17148428	17151919	2
ENSRNOG00000002256:J016	chr14	-	17151949	17153287	2
ENSRNOG00000002256:J017	chr14	-	17153320	17154830	2
ENSRNOG00000002256:J018	chr14	-	17154863	17164976	2
ENSRNOG00000002256:J019	chr14	-	17165685	17169815	2
ENSRNOG00000002256:J020	chr14	-	17169893	17171001	2
ENSRNOG00000002256:J021	chr14	-	17169893	17225300	0
ENSRNOG00000002258:J009	chr14	+	11095331	11149680	11
ENSRNOG00000002258:J010	chr14	+	11149770	11151987	70
ENSRNOG00000002258:J011	chr14	+	11152041	11152133	81
ENSRNOG00000002258:J012	chr14	+	11152166	11152269	73
ENSRNOG00000002258:J013	chr14	+	11152337	11158028	36
ENSRNOG00000002258:J014	chr14	+	11158156	11160635	69
ENSRNOG00000002258:J015	chr14	+	11160813	11164167	92
ENSRNOG00000002262:J007	chr14	-	11173316	11176717	34
ENSRNOG00000002262:J008	chr14	-	11176841	11178763	17
ENSRNOG00000002262:J009	chr14	-	11178896	11181075	16
ENSRNOG00000002262:J010	chr14	-	11181269	11182298	20
ENSRNOG00000002262:J011	chr14	-	11182400	11198015	18
ENSRNOG00000002266:J003	chr14	-	35651325	35652001	0
ENSRNOG00000002267:J007	chr14	+	35683823	35697092	18
ENSRNOG00000002267:J008	chr14	+	35697147	35697279	22
ENSRNOG00000002267:J009	chr14	+	35697435	35712888	25
ENSRNOG00000002267:J010	chr14	+	35712945	35713107	38
ENSRNOG00000002267:J011	chr14	+	35713167	35717539	23
ENSRNOG00000002270:J012	chr14	+	11199579	11200294	79
ENSRNOG00000002270:J013	chr14	+	11199724	11200294	0
ENSRNOG00000002270:J014	chr14	+	11200463	11200551	102
ENSRNOG00000002270:J015	chr14	+	11200713	11201061	209
ENSRNOG00000002270:J016	chr14	+	11201193	11201298	189
ENSRNOG00000002270:J017	chr14	+	11201413	11201644	116
ENSRNOG00000002270:J018	chr14	+	11201812	11202056	118
ENSRNOG00000002270:J019	chr14	+	11202148	11202512	22
ENSRNOG00000002271:J010	chr14	-	37805157	37806331	16
ENSRNOG00000002271:J011	chr14	-	37806647	37811990	9
ENSRNOG00000002271:J012	chr14	-	37812068	37819458	4
ENSRNOG00000002271:J013	chr14	-	37819596	37820083	21
ENSRNOG00000002271:J014	chr14	-	37820443	37822682	26
ENSRNOG00000002271:J015	chr14	-	37822844	37828699	28
ENSRNOG00000002271:J016	chr14	-	37828864	37837888	36
ENSRNOG00000002271:J017	chr14	-	37838037	37870421	8
ENSRNOG00000002272:J014	chr14	+	36047248	36063853	0
ENSRNOG00000002272:J015	chr14	+	36064330	36118599	0
ENSRNOG00000002272:J016	chr14	+	36071666	36118599	18
ENSRNOG00000002272:J017	chr14	+	36118841	36119380	15
ENSRNOG00000002272:J018	chr14	+	36119533	36123584	13
ENSRNOG00000002272:J019	chr14	+	36123787	36126988	13
ENSRNOG00000002272:J020	chr14	+	36127360	36135017	23
ENSRNOG00000002272:J021	chr14	+	36135152	36138808	18
ENSRNOG00000002272:J022	chr14	+	36138977	36140403	19
ENSRNOG00000002272:J023	chr14	+	36140629	36148686	20
ENSRNOG00000002272:J024	chr14	+	36148845	36149191	28
ENSRNOG00000002273:J012	chr14	+	17283499	17284344	22
ENSRNOG00000002273:J013	chr14	+	17284509	17288247	100
ENSRNOG00000002273:J014	chr14	+	17288374	17293128	77
ENSRNOG00000002273:J015	chr14	+	17293219	17296106	80
ENSRNOG00000002273:J016	chr14	+	17296183	17297514	93
ENSRNOG00000002273:J017	chr14	+	17297687	17297796	100
ENSRNOG00000002273:J018	chr14	+	17297859	17298549	157
ENSRNOG00000002273:J019	chr14	+	17298616	17299305	147
ENSRNOG00000002273:J020	chr14	+	17299334	17300981	130
ENSRNOG00000002273:J021	chr14	+	17301059	17301659	37
ENSRNOG00000002275:J021	chr14	-	36150740	36151354	106
ENSRNOG00000002275:J022	chr14	-	36151492	36154813	93
ENSRNOG00000002275:J023	chr14	-	36155033	36158941	90
ENSRNOG00000002275:J024	chr14	-	36158997	36160046	73
ENSRNOG00000002275:J025	chr14	-	36160101	36161984	110
ENSRNOG00000002275:J026	chr14	-	36160101	36172930	1
ENSRNOG00000002275:J027	chr14	-	36162011	36172930	112
ENSRNOG00000002275:J028	chr14	-	36173087	36174306	126
ENSRNOG00000002275:J029	chr14	-	36174400	36180771	19
ENSRNOG00000002275:J030	chr14	-	36174400	36188509	51
ENSRNOG00000002275:J031	chr14	-	36180879	36188509	19
ENSRNOG00000002275:J032	chr14	-	36188619	36196592	65
ENSRNOG00000002275:J033	chr14	-	36196723	36197309	70
ENSRNOG00000002275:J034	chr14	-	36197417	36198008	70
ENSRNOG00000002275:J035	chr14	-	36198073	36200879	169
ENSRNOG00000002275:J036	chr14	-	36200983	36201967	163
ENSRNOG00000002275:J037	chr14	-	36202025	36206849	117
ENSRNOG00000002275:J038	chr14	-	36206889	36206977	56
ENSRNOG00000002275:J039	chr14	-	36207022	36208069	21
ENSRNOG00000002278:J022	chr14	+	37919286	37961249	5
ENSRNOG00000002278:J023	chr14	+	37919286	37962800	0
ENSRNOG00000002278:J024	chr14	+	37961323	37962800	10
ENSRNOG00000002278:J025	chr14	+	37962985	37994624	8
ENSRNOG00000002278:J026	chr14	+	37994729	37997745	9
ENSRNOG00000002278:J027	chr14	+	37997827	37998465	5
ENSRNOG00000002278:J028	chr14	+	37998594	38000491	22
ENSRNOG00000002278:J029	chr14	+	38000529	38002032	24
ENSRNOG00000002278:J030	chr14	+	38002205	38004511	19
ENSRNOG00000002278:J031	chr14	+	38004577	38010344	26
ENSRNOG00000002278:J032	chr14	+	38010399	38012921	15
ENSRNOG00000002278:J033	chr14	+	38013001	38015320	18
ENSRNOG00000002278:J034	chr14	+	38015454	38018574	9
ENSRNOG00000002278:J035	chr14	+	38018649	38019737	11
ENSRNOG00000002278:J036	chr14	+	38019909	38020255	10
ENSRNOG00000002278:J037	chr14	+	38020472	38023175	14
ENSRNOG00000002278:J038	chr14	+	38023240	38025927	13
ENSRNOG00000002278:J039	chr14	+	38026046	38026128	11
ENSRNOG00000002278:J040	chr14	+	38026286	38027290	7
ENSRNOG00000002292:J010	chr14	+	11256779	11258572	17
ENSRNOG00000002292:J011	chr14	+	11256779	11268561	5
ENSRNOG00000002292:J012	chr14	+	11258629	11268561	24
ENSRNOG00000002292:J013	chr14	+	11268730	11269630	34
ENSRNOG00000002292:J014	chr14	+	11269792	11270860	40
ENSRNOG00000002292:J015	chr14	+	11270992	11271533	61
ENSRNOG00000002292:J016	chr14	+	11271633	11271739	11
ENSRNOG00000002292:J017	chr14	+	11271633	11272977	16
