chrom	strand	start	end	CT
chr14	-	28495950	28522855	1
chr14	-	28660108	28713569	11
chr14	-	28677852	28677912	1
chr14	-	28803336	28803431	1
chr14	-	28903792	28903894	1
chr14	-	28967704	29178691	11
chr14	-	28967704	29225962	1
chr14	-	29145821	29147315	1
chr14	+	29153365	29269498	2
chr14	-	29178722	29196632	2
chr14	-	29178722	29210238	1
chr14	-	29178722	29225962	8
chr14	+	29227563	29228009	1
chr14	+	29587863	29588352	1
chr14	-	30315301	30379858	1
chr14	-	30375964	30376167	8
chr14	-	30376326	30378196	6
chr14	-	30378351	30379858	4
chr14	-	30378353	30378386	1
chr14	-	30380887	30381354	6
chr14	-	31432162	31548923	1
chr14	-	32211315	32225747	1
chr14	+	32211421	32225782	1
chr14	+	32237456	32348089	15
chr14	+	32286240	32291944	2
chr14	+	32322087	32424162	1
chr14	+	32348152	32366087	2
chr14	+	32348152	32413860	2
chr14	+	32359205	32359517	1
chr14	+	32366142	32413860	1
chr14	+	32397158	32397181	1
chr14	+	32435089	32439917	1
chr14	+	32448520	32451280	1
chr14	+	32808610	33045000	1
chr14	-	33010790	33063467	3
chr14	+	33015082	33015104	1
chr14	+	33015082	33015112	1
chr14	-	33024201	33024405	1
chr14	+	33029364	33029428	1
chr14	+	33030922	33031309	2
chr14	-	33063577	33067451	1
chr14	-	33068271	33069933	2
chr14	+	33068271	33069939	1
chr14	+	33070101	33127430	1
chr14	+	33078187	33079804	1
chr14	-	33083848	33084382	1
chr14	+	33084579	33085585	1
chr14	+	33089673	33092041	1
chr14	+	33110737	33111740	1
chr14	-	33110741	33111740	1
chr14	-	33137684	33138457	2
chr14	-	33138473	33143364	1
chr14	-	33150517	33151590	1
chr14	-	33150517	33151943	1
chr14	-	33294564	33296072	1
chr14	-	33310457	33311217	1
chr14	-	33311380	33314175	1
chr14	-	33354893	33355018	1
chr14	+	33355133	33361806	1
chr14	+	33359823	33954108	1
chr14	-	33415403	33419741	1
chr14	-	33447654	33534719	1
chr14	-	33451757	33452696	5
chr14	+	33452089	33537720	1
chr14	-	33452089	33537720	37
chr14	-	33452165	33537736	1
chr14	-	33537123	33537720	21
chr14	+	33537758	33541090	1
chr14	-	33537758	33541090	60
chr14	+	33538470	33962333	1
chr14	+	33542210	33543148	1
chr14	-	33551234	33551354	3
chr14	-	33561725	33966001	1
chr14	-	33564101	33968325	1
chr14	-	33564338	33968583	2
chr14	-	33568079	33972356	1
chr14	-	33570440	33974733	1
chr14	-	33570470	33974744	1
chr14	-	33570740	33975040	4
chr14	-	33572092	33574367	1
chr14	+	33572092	33576325	2
chr14	-	33580416	33580797	1
chr14	-	33580416	33580801	5
chr14	-	33580416	33580861	1
chr14	+	33583291	33583351	1
chr14	+	33592092	33592219	3
chr14	+	33597870	33598809	1
chr14	+	33608382	33609477	1
chr14	+	33609699	33610332	1
chr14	-	33610834	33612594	1
chr14	-	33616051	33616926	1
chr14	+	33620246	33621043	6
chr14	+	33621195	33624351	7
chr14	+	33644721	33645782	1
chr14	+	33644721	33646781	2
chr14	+	33644725	33645807	1
chr14	+	33648566	33648750	1
chr14	-	33655211	33661183	5
chr14	-	33664124	33665323	1
chr14	-	33670801	33678853	2
chr14	-	33678987	33695079	9
chr14	-	33695251	33696702	1
chr14	-	33705842	33713005	1
chr14	-	33732233	33959697	1
chr14	-	33732233	33968377	1
chr14	-	33732233	33973975	1
chr14	-	33847971	33985140	2
chr14	-	33960248	33960843	1
chr14	+	33961003	33961600	1
chr14	-	34017251	34017331	3
chr14	-	34033372	34033411	2
chr14	-	34035945	34036034	2
chr14	-	34055032	34056926	1
chr14	-	34060606	34061395	1
chr14	-	34087726	34088063	1
chr14	+	34088923	34094073	1
chr14	-	34112503	34115430	2
chr14	+	34115764	34135478	1
chr14	+	34135922	34138269	1
chr14	+	34135922	34142616	2
chr14	+	34135922	34145912	1
chr14	-	34142833	34145068	1
chr14	+	34143022	34145912	1
chr14	+	34146048	34147867	3
chr14	-	34146225	34148414	1
chr14	-	34148578	34153912	1
chr14	+	34148811	34157008	1
chr14	-	34158172	34158596	1
chr14	-	34158683	34158822	1
chr14	+	34165380	34166499	1
chr14	+	34168180	34169671	2
chr14	-	34168662	34168688	1
chr14	-	34371615	34372110	1
chr14	-	34371615	34372570	1
chr14	+	34384471	34390267	13
chr14	+	34390999	34392294	1
chr14	+	34390999	34404731	5
chr14	+	34390999	34419389	1
chr14	+	34397456	34404731	1
chr14	-	34404471	34404495	1
chr14	+	34418331	34419389	10
chr14	+	34419469	34431716	2
chr14	+	34419469	34444547	1
chr14	+	34419469	34444588	1
chr14	+	34419469	34446611	10
chr14	+	34419469	34446614	24
chr14	+	34419469	34455890	1
chr14	+	34431864	34446611	1
chr14	+	34431864	34446614	2
chr14	+	34443681	34446611	1
chr14	+	34443681	34446614	1
chr14	+	34444625	34446614	1
chr14	+	34445899	34446005	9
chr14	+	34446694	34452491	1
chr14	+	34446694	34452606	4
chr14	+	34452674	34453569	2
chr14	+	34452674	34455890	2
chr14	+	34456824	34464758	1
chr14	+	34458951	34459682	1
chr14	+	34459774	34464780	4
chr14	+	34467308	34467330	3
chr14	+	34481255	34484592	1
chr14	+	34484173	34484298	2
chr14	+	34484745	34485748	1
chr14	+	34492083	34508040	1
chr14	-	34697245	34697972	1
chr14	-	34698082	34703469	1
chr14	-	34783095	34783546	2
chr14	+	34802924	34809820	1
chr14	-	34915045	34938315	1
chr14	-	34935205	34935319	1
chr14	-	34940511	34943394	1
chr14	-	34943621	34965484	2
chr14	-	34965608	34966415	2
chr14	-	34965608	34970949	1
chr14	-	34969204	34969300	1
chr14	-	34978359	34978395	1
chr14	-	34978366	34991537	1
chr14	-	34984219	34984284	2
chr14	-	34984340	34984532	1
chr14	-	34984727	34984836	1
chr14	-	34985210	34990914	1
chr14	-	34985210	34992809	34
chr14	-	34991018	34992809	1
chr14	+	34991034	34997608	1
chr14	-	35045067	35134593	1
chr14	+	35074520	35075588	1
chr14	-	35076351	35076641	1
chr14	-	35078207	35078234	9
chr14	-	35081329	35083091	1
chr14	-	35083181	35084712	1
chr14	-	35083221	35084712	1
chr14	-	35090523	35289921	2
chr14	-	35102520	35102546	1
chr14	-	35104723	35109779	2
chr14	-	35109944	35114108	9
chr14	+	35109950	35114108	1
chr14	+	35114245	35115468	2
chr14	-	35119512	35119539	6
chr14	-	35389477	35390155	1
chr14	+	35505922	35506049	1
chr14	+	35541813	35542099	1
chr14	-	35554371	35554449	1
chr14	-	35557072	35560649	1
chr14	-	35570073	35570549	1
chr14	-	35571351	35577096	3
chr14	-	35571351	35578196	2
chr14	-	35571351	35578218	1
chr14	-	35571351	35579739	11
chr14	-	35571351	35581722	1
chr14	+	35683823	35712888	1
chr14	+	35692964	35693000	1
chr14	+	35699473	35699497	1
chr14	+	35699473	35699499	1
chr14	-	35769591	36188509	1
chr14	+	35819936	35820080	1
chr14	-	36012957	36014013	1
chr14	+	36119533	36123614	2
chr14	-	36147329	36147368	1
chr14	+	36150740	36151354	9
chr14	+	36151492	36154813	2
chr14	-	36151492	36158941	4
chr14	-	36172989	36173031	1
chr14	-	36173017	36174306	1
chr14	+	36173087	36174306	1
chr14	+	36174400	36188509	2
chr14	-	36176884	36176947	2
chr14	-	36188619	36196237	3
chr14	-	36196306	36196592	2
chr14	-	36207022	36207550	1
chr14	+	36407125	36407236	1
chr14	+	36515421	36516089	1
chr14	+	36652713	36659487	1
chr14	-	36664532	36664950	9
chr14	-	36665016	36665234	1
chr14	+	36687245	36725233	1
chr14	+	36722531	36725313	1
chr14	+	36725463	36748227	1
chr14	+	36726144	36738766	1
chr14	+	36728200	36728349	1
chr14	+	36738843	36750689	1
chr14	+	36746056	36746106	1
chr14	+	36746590	36765567	1
chr14	+	36746608	36765583	1
chr14	+	36746894	36765871	1
chr14	+	36746977	36765963	1
chr14	+	36750851	36751269	1
chr14	+	36752959	36998730	1
chr14	+	36800595	36801101	1
chr14	-	37111779	37112859	1
chr14	+	37113248	37115941	1
chr14	-	37113248	37116489	1
chr14	+	37116055	37116489	2
chr14	+	37122027	37122262	1
chr14	-	37122027	37125687	1
chr14	+	37125956	37131319	1
chr14	-	37214462	37228631	1
chr14	-	37372257	37373169	1
chr14	-	37429213	37433169	1
chr14	+	37433034	37434831	7
chr14	+	37433034	37435592	7
chr14	-	37433034	37435592	3
chr14	+	37434863	37435592	9
chr14	+	37445380	37506941	1
chr14	-	37458508	37465098	5
chr14	+	37461668	37465098	1
chr14	-	37513769	37514738	3
chr14	+	37518606	37552176	1
chr14	+	37526570	37694793	1
chr14	+	37535839	37535861	2
chr14	+	37537246	37537294	2
chr14	+	37541960	37542067	1
chr14	+	37552352	37579853	25
chr14	+	37573596	37573618	1
chr14	+	37579981	37582999	4
chr14	+	37579981	37633637	23
chr14	+	37583161	37584207	1
chr14	+	37583161	37633637	1
chr14	+	37611132	37611853	1
chr14	+	37654733	37656915	1
chr14	+	37660623	37666595	4
chr14	+	37681949	37682575	3
chr14	+	37692985	37693625	3
chr14	+	37700157	37700861	2
chr14	+	37700159	37700541	1
chr14	+	37700280	37700565	2
chr14	+	37700505	37701582	1
chr14	+	37700529	37701678	1
chr14	+	37700577	37700809	1
chr14	+	37700764	37700954	1
chr14	+	37701049	37701616	1
chr14	+	37701079	37701417	1
chr14	+	37701097	37701496	1
chr14	-	37701097	37701496	1
chr14	+	37701451	37701547	1
chr14	+	37701835	37701993	1
chr14	+	37706682	37707757	1
chr14	+	37710474	37711868	7
chr14	+	37728248	37728343	1
chr14	+	37738726	37738958	4
chr14	+	37746204	37746242	1
chr14	+	37750786	37753015	8
chr14	+	37750786	37753876	1
chr14	+	37753033	37753816	12
chr14	-	37805157	37819458	1
chr14	-	37806647	37819458	6
chr14	-	37812071	37819458	7
chr14	-	37822707	37828699	1
chr14	-	37828864	37870421	1
chr14	-	37831216	37831252	1
chr14	+	37994729	37997786	1
chr14	+	38007389	38010344	1
chr14	+	38133584	38155744	49
chr14	+	38144948	38144989	2
chr14	-	38158238	38162289	10
chr14	-	38162331	38162420	18
chr14	+	38162331	38162424	2
chr14	-	38162331	38162424	1
chr14	-	38162528	38164454	4
chr14	+	38175026	38175170	1
chr14	+	38176342	38176400	1
chr14	+	38195925	38196806	1
chr14	+	38221720	38221832	1
chr14	+	38223110	38223443	1
chr14	+	38247726	38293297	1
chr14	-	38344534	38351004	1
chr14	-	38441125	38442813	1
chr14	-	38510840	38510861	1
chr14	+	38612824	38615695	1
chr14	+	38615975	38618337	2
chr14	-	38620233	38621739	1
chr14	-	40348500	40464016	1
chr14	+	40411194	40535372	1
chr14	-	40580119	40580147	1
chr14	+	42035416	42040716	1
chr14	+	42040790	42045527	3
chr14	+	42059220	42063997	2
chr14	+	42064042	42079271	2
chr14	+	42144206	42455518	1
chr14	-	42466050	42470484	1
chr14	+	42470614	42472551	1
chr14	-	42476265	42478704	1
chr14	-	42476265	42480829	1
chr14	-	42480885	42486582	1
chr14	-	42492484	42510731	2
chr14	-	42493509	42493686	5
chr14	-	42493813	42510731	6
chr14	-	42493816	42506351	1
chr14	-	42545819	42545948	1
chr14	-	42736432	42736568	1
chr14	-	42762458	42762547	1
chr14	-	42772273	42775823	61
chr14	-	42777008	42778909	7
chr14	+	42779034	42780028	1
chr14	+	42780133	42780908	1
chr14	+	42781001	42782156	2
chr14	-	42782956	42783603	58
chr14	-	42783672	42786721	37
chr14	-	42785979	42786721	1
chr14	+	42786827	42790607	2
chr14	+	42790771	42792481	1
chr14	+	42792572	42803979	1
chr14	+	42807529	42807688	6
chr14	-	42809348	42823545	1
chr14	-	42809348	42831855	1
chr14	-	42809348	42832991	18
chr14	+	42813481	42832991	1
chr14	-	42832116	42832991	1
chr14	-	42845139	42845938	2
chr14	-	42846001	42852474	2
chr14	-	42854090	42858767	1
chr14	-	42881026	42881048	1
chr14	-	42907469	42907493	2
chr14	-	42917617	43071542	1
chr14	-	42931290	42939571	1
chr14	-	42940591	42956021	1
chr14	-	42956092	42993431	1
chr14	-	42956092	43020419	1
chr14	-	42956092	43043480	1
chr14	-	42956092	43045560	1
chr14	-	42958049	42958158	1
chr14	-	42959456	42959575	2
chr14	-	42962311	42962348	1
chr14	-	42975122	42975148	6
chr14	-	42994457	42994707	1
chr14	-	42994465	42994707	1
chr14	-	43019728	43072747	1
chr14	+	43144301	43166389	1
chr14	+	43205128	43280925	2
chr14	+	43212257	43212295	1
chr14	+	43281085	43323889	1
chr14	+	43281085	43335039	4
chr14	+	43314714	43314854	1
chr14	+	43335154	43364597	12
chr14	+	43364666	43374690	14
chr14	+	43375507	43420838	1
chr14	+	43400379	43402232	1
chr14	+	43421044	43429991	4
chr14	+	43421044	43430447	9
chr14	+	43422435	43422481	1
chr14	+	43430533	43430618	17
chr14	+	43430679	43458940	4
chr14	+	43432735	43432941	2
chr14	+	43459087	43461192	8
chr14	+	43461320	43511709	4
chr14	+	43511824	43512897	7
chr14	+	43519437	43519461	1
chr14	-	43702604	43702694	1
chr14	+	43702833	43760962	4
chr14	+	43703364	43760962	12
chr14	+	43707193	43707215	3
chr14	+	43733215	43896913	1
chr14	+	43735452	43735808	1
chr14	+	43761041	43810114	1
chr14	+	43761043	43810115	14
chr14	+	43764066	43764146	1
chr14	+	43773747	43773805	2
chr14	-	43963432	44031311	1
chr14	-	44010170	44031311	1
chr14	-	44031387	44032467	2
chr14	-	44032591	44036918	10
chr14	-	44069932	44072848	1
chr14	-	44069932	44085393	1
chr14	-	44069932	44088940	3
chr14	-	44073178	44088940	3
chr14	-	44074980	44088940	1
chr14	-	44076976	44078833	1
chr14	-	44085573	44088940	2
chr14	-	44085577	44088940	1
chr14	-	44086305	44087055	1
chr14	-	44086652	44087472	3
chr14	-	44093203	44097416	1
chr14	-	44093203	44099639	6
chr14	+	44100083	44106755	7
chr14	+	44184627	44185444	5
chr14	+	44205089	44205217	2
chr14	+	44217554	44217578	4
chr14	+	44230894	44464211	1
chr14	+	44236888	44236960	1
chr14	+	44237225	44237252	6
chr14	+	44247471	44249125	3
chr14	+	44256121	44256190	1
chr14	+	44258224	44259865	2
chr14	+	44260415	44260777	1
chr14	+	44268834	44269532	1
chr14	+	44268958	44269532	4
chr14	+	44269632	44273566	1
chr14	+	44287120	44440365	1
chr14	+	44293477	44293702	1
chr14	-	44296301	44316660	1
chr14	-	44305861	44314766	2
chr14	-	44314813	44316660	1
chr14	-	44316719	44321998	1
chr14	-	44316719	44348416	4
chr14	-	44323368	44331360	1
chr14	+	44440373	44442871	1
chr14	+	44444672	44600489	1
chr14	+	44451957	44456161	1
chr14	+	44454196	44456590	2
chr14	+	44469531	44475673	1
chr14	-	44476991	44477310	1
chr14	+	44479712	44488446	1
chr14	+	44492371	44492822	2
chr14	+	44492946	44496990	4
chr14	+	44497619	44497975	1
chr14	-	44507677	44509878	1
chr14	-	44520868	44522043	1
chr14	+	44524441	44524758	2
chr14	-	44524441	44524850	1
chr14	-	44524897	44524984	1
chr14	-	44525100	44525525	3
chr14	-	44525621	44526395	5
chr14	-	44526528	44526842	3
chr14	-	44526923	44527298	3
chr14	+	44527413	44531179	2
chr14	+	44582935	44630322	1
chr14	-	44645923	44654497	4
chr14	-	44654573	44657433	2
chr14	+	44672967	44675091	2
chr14	+	44674806	44675094	1
chr14	+	44684768	44685410	3
chr14	+	44689393	44690075	1
chr14	+	44699698	44700875	27
chr14	+	44707568	44708114	1
chr14	-	44815812	44815890	2
chr14	-	44830761	44833925	1
chr14	-	44834108	44866876	4
chr14	-	44847402	45047889	1
chr14	-	44945205	44945321	1
chr14	+	44952111	44953172	1
chr14	-	45002727	45012200	1
chr14	-	45011436	45012092	1
chr14	+	45053619	45062596	1
chr14	-	45160547	45173648	2
chr14	-	45614268	45615058	1
chr14	-	45631038	45631096	1
chr14	-	45669075	45673057	6
chr14	-	45669971	45670211	1
chr14	-	45670331	45673057	11
chr14	-	45679917	45680649	1
chr14	-	45695367	45722901	1
chr14	-	45717313	45717339	1
chr14	-	45752466	45784165	1
chr14	-	45861137	45863724	1
chr14	-	46014174	46016121	1
chr14	-	46016193	46022101	1
chr14	-	46025197	46027195	1
chr14	+	46085210	46085313	1
chr14	+	46085214	46085313	1
chr14	-	46117397	46134723	1
chr14	-	46126284	46450009	1
chr14	-	46420451	46514551	1
chr14	-	46463086	46522942	1
chr14	+	46521700	46647473	2
chr14	+	46521732	46647294	1
chr14	+	46521732	46647311	1
chr14	+	46521851	46639267	1
chr14	+	46522220	46522420	1
chr14	+	46522224	46647576	1
chr14	+	46522307	46522390	1
chr14	+	46522400	46648096	1
chr14	-	46522410	46648210	1
chr14	+	46522428	46522520	1
chr14	+	46522487	46647995	1
chr14	+	46522520	46647545	1
chr14	+	46522575	46648214	1
chr14	+	46522592	46648247	1
chr14	+	46522593	46647141	1
chr14	+	46522594	46647359	1
chr14	+	46522594	46648277	1
chr14	+	46522595	46647995	1
chr14	+	46522637	46522923	1
chr14	+	46522638	46648000	1
chr14	+	46522657	46647987	1
chr14	+	46522665	46648267	1
chr14	+	46522667	46647996	1
chr14	+	46522668	46648227	1
chr14	+	46522784	46648565	2
chr14	+	46522857	46648436	1
chr14	+	46522858	46648366	1
chr14	+	46522888	46648669	3
chr14	+	46522914	46647997	1
chr14	+	46522914	46648372	1
chr14	+	46522915	46648409	1
chr14	+	46522915	46648419	1
chr14	+	46522919	46648376	1
chr14	+	46522920	46647281	1
chr14	+	46522924	46647995	1
chr14	+	46522925	46648227	3
chr14	+	46522926	46648253	1
chr14	+	46522929	46648264	1
chr14	+	46522930	46647995	1
chr14	+	46522934	46648229	1
chr14	+	46522935	46647578	1
chr14	+	46522935	46647988	1
chr14	+	46522936	46647575	1
chr14	+	46522936	46647988	1
chr14	+	46522937	46648000	1
chr14	+	46522937	46648267	1
chr14	+	46522937	46648696	1
chr14	+	46522938	46648431	1
chr14	+	46522941	46648722	2
chr14	+	46522957	46647996	1
chr14	+	46522958	46648419	1
chr14	+	46523006	46648787	1
chr14	-	46523006	46648787	1
chr14	+	46523030	46648704	1
chr14	+	46523148	46648717	1
chr14	+	46523203	46648742	1
chr14	+	46523273	46647359	1
chr14	+	46523300	46648709	1
chr14	+	46523300	46648717	2
chr14	+	46523306	46648722	2
chr14	+	46525572	46655027	5
chr14	+	46525593	46590132	1
chr14	-	46525593	46590132	6
chr14	+	46525597	46655051	6
chr14	-	46525597	46655051	1
chr14	+	46637358	46680371	1
chr14	+	46639339	46682417	1
chr14	+	46639716	46680906	1
chr14	+	46641588	46643477	1
chr14	+	46643870	46683458	1
chr14	-	46644960	46685617	1
chr14	+	46645405	46686041	1
chr14	+	46646450	46648632	1
chr14	+	46646450	46648722	1
chr14	+	46646450	46654800	2
chr14	+	46646457	46647110	1
chr14	+	46646457	46648443	1
chr14	+	46646457	46648623	1
chr14	+	46646457	46648632	1
chr14	+	46647205	46687922	1
chr14	+	46647219	46688049	1
chr14	+	46647252	46666763	1
chr14	+	46647263	46687923	1
chr14	+	46647279	46687060	1
chr14	+	46647279	46688117	1
chr14	+	46647334	46682218	1
chr14	+	46647483	46688306	1
chr14	+	46647502	46688050	1
chr14	+	46647503	46687918	1
chr14	+	46647503	46688035	1
chr14	+	46647503	46688050	2
chr14	+	46647503	46688052	1
chr14	+	46647503	46688060	2
chr14	+	46647503	46688104	1
chr14	+	46647503	46688117	23
chr14	+	46647503	46688135	11
chr14	+	46647506	46688104	1
chr14	+	46647506	46688135	1
chr14	+	46647523	46688230	1
chr14	+	46647524	46688104	1
chr14	+	46647524	46688135	2
chr14	+	46647525	46688087	1
chr14	+	46647526	46688105	1
chr14	+	46647526	46688135	4
chr14	+	46647526	46688151	1
chr14	+	46647542	46688088	1
chr14	+	46647543	46688135	1
chr14	-	46647543	46688135	1
chr14	+	46647546	46688102	1
chr14	+	46647546	46688116	1
chr14	+	46647573	46688086	1
chr14	+	46647576	46688103	2
chr14	+	46647576	46688135	1
chr14	+	46647577	46688104	2
chr14	+	46647589	46688422	1
chr14	+	46647607	46688205	1
chr14	+	46647622	46682416	1
chr14	+	46647651	46688428	1
chr14	+	46647876	46688325	1
chr14	+	46647986	46688423	1
chr14	+	46647987	46688104	1
chr14	+	46647988	46688421	1
chr14	+	46647988	46688422	1
chr14	+	46647989	46688326	1
chr14	+	46647990	46688327	1
chr14	+	46647993	46688423	1
chr14	+	46647997	46688398	1
chr14	+	46648000	46688399	2
chr14	+	46648208	46648300	1
chr14	+	46648300	46688368	1
chr14	+	46648417	46648703	1
chr14	+	46648715	46688401	1
chr14	+	46648716	46688398	1
chr14	+	47115259	47116442	1
chr14	+	47344777	47361911	1
chr14	+	47731218	48169839	1
chr14	+	47731946	48169781	1
chr14	+	47732648	48171379	1
chr14	+	47732903	48171634	1
chr14	+	47766940	48023864	1
chr14	-	47896695	48040740	1
chr14	-	47984262	47985371	1
chr14	-	47988295	47989032	1
chr14	+	48137262	48146673	1
chr14	+	48312188	48563835	1
chr14	-	48338335	48481185	1
chr14	-	48426759	48658876	1
chr14	+	48741188	48764667	2
chr14	-	48953981	48955105	1
chr14	-	49350195	49489253	1
chr14	+	49725278	49749149	1
chr14	-	49725278	49749149	1
chr14	-	49725285	49890864	1
chr14	-	49865979	50111548	2
chr14	+	49904960	50063004	1
chr14	-	51533524	51678411	1
chr14	-	51609313	51712511	1
chr14	+	52233035	52329115	1
chr14	-	53305348	53310721	1
chr14	+	53331247	53339636	1
chr14	+	53340071	53340093	2
chr14	+	53347054	53387439	1
chr14	+	53387495	53387975	1
chr14	+	53388113	53388332	1
chr14	+	53395996	53397746	1
chr14	+	53816437	54045864	1
chr14	-	54653336	54869586	5
chr14	-	54653336	54869610	1
chr14	-	54777253	54777386	1
chr14	-	54798755	54798802	1
chr14	-	54819514	54819537	1
chr14	-	54869803	54920941	1
chr14	-	54869803	55078369	12
chr14	-	54878082	54883898	1
chr14	-	54928926	54929532	1
chr14	-	54929197	54929803	1
chr14	-	55016988	55078369	1
chr14	-	55066539	55066716	1
chr14	-	55068421	55078369	1
chr14	-	55210441	55490712	1
chr14	+	55578167	55582411	1
chr14	+	56558060	56604586	1
chr14	-	56873385	57043594	1
chr14	-	57043618	57104153	1
chr14	-	57818917	58021506	1
chr14	+	58092926	58134062	1
chr14	-	58198972	58205167	2
chr14	+	58223891	58278374	1
chr14	-	58239057	58295386	1
chr14	-	58363883	58385517	1
chr14	-	58385637	58387098	1
chr14	-	59085359	59577259	2
chr14	-	59200466	59286741	1
chr14	-	59208267	59210517	1
chr14	-	59241621	59241671	2
chr14	-	59272376	59323002	2
chr14	-	59297471	59349243	1
chr14	-	59320668	59320692	1
chr14	+	59381941	59382048	1
chr14	+	59389069	59389600	1
chr14	-	59404446	59404484	1
chr14	-	59427360	59432050	1
chr14	-	59453143	59467338	2
chr14	-	59489251	59489462	1
chr14	-	59490839	59494536	1
chr14	-	59494612	59496984	1
chr14	-	59576762	59576795	1
chr14	-	59611252	59721911	1
chr14	-	59660254	59660808	1
chr14	-	59677481	59685994	1
chr14	-	59692099	59698417	1
chr14	-	59693432	59709696	4
chr14	-	59693432	59735076	15
chr14	-	59693432	59735308	1
chr14	-	59693833	59699314	1
chr14	-	59709880	59735076	2
chr14	-	59712707	59712813	1
chr14	-	60058128	60060042	3
chr14	+	60156288	60156399	1
chr14	-	60349862	60383981	1
chr14	-	60472654	60473027	1
chr14	-	60519730	60538625	1
chr14	-	60519734	60550499	1
chr14	-	60528653	60538625	1
chr14	-	60538703	60539155	7
chr14	-	60550582	60552772	1
chr14	-	60577671	60578055	1
chr14	-	60584491	60594488	1
chr14	+	60657844	60658388	1
chr14	+	60680836	60685730	2
chr14	+	60904303	60904351	1
chr14	+	60906756	60906940	1
chr14	+	60906943	60907109	1
chr14	+	60906988	60907162	1
chr14	+	60941092	60942653	1
chr14	+	61058809	61059716	1
chr14	+	61058824	61059716	1
chr14	+	61058824	61065255	1
chr14	-	61122606	61126108	6
chr14	-	61126203	61136411	2
chr14	-	61136984	61141744	3
chr14	+	61137657	61141744	1
chr14	+	61165077	61167752	3
chr14	+	61167867	61170216	3
chr14	+	61167867	61170992	1
chr14	+	61170329	61170929	4
chr14	+	61170329	61170992	1
chr14	+	61607990	61654655	1
chr14	+	61607990	61661478	1
chr14	+	61607990	61661494	1
chr14	+	61607990	61662170	1
chr14	+	61607990	61664770	1
chr14	-	61926761	61926933	1
chr14	-	62067515	62067547	2
chr14	-	62124377	62245759	1
chr14	+	62438997	62453327	5
chr14	+	62610447	62610739	1
chr14	+	62614770	62616659	1
chr14	+	62615448	62616232	1
chr14	+	62615448	62617887	2
chr14	+	62615693	62615719	2
chr14	+	62617617	62617887	3
chr14	+	62618957	62619686	1
chr14	+	62621779	62622462	1
chr14	-	62629032	62630480	1
chr14	-	62633523	62638489	2
chr14	-	62633529	62636120	2
chr14	-	62638613	62640022	1
chr14	-	62640124	62646024	1
chr14	-	62643573	62643840	1
chr14	+	62956258	62956284	1
chr14	+	63148831	63148894	1
chr14	+	63156304	63156382	1
chr14	+	63170767	63171517	1
chr14	-	63258242	63265449	2
chr14	-	63265614	63268612	1
chr14	-	63277561	63278373	1
chr14	-	63278678	63280621	2
chr14	-	63280688	63282628	2
chr14	-	63280688	63282691	1
chr14	-	63282745	63284241	3
chr14	-	63283020	63284241	1
chr14	-	64356498	64357784	1
chr14	+	64739716	64994283	6
chr14	-	65264259	65714943	1
chr14	+	65309521	65761894	1
chr14	+	65367784	65820714	1
chr14	-	66514918	66515106	1
chr14	+	66515965	66631753	1
chr14	+	66516038	66631753	2
chr14	+	66565602	66566472	1
chr14	-	66569649	66570278	2
chr14	-	66638674	66858651	1
chr14	+	66648986	66649094	1
chr14	-	66763538	66767461	4
chr14	-	66769860	66771615	4
chr14	-	66854647	66855789	2
chr14	-	66881594	66881650	1
chr14	-	66886417	66893662	9
chr14	-	66893695	66894018	4
chr14	-	66894139	66896687	1
chr14	-	66894182	66897941	1
chr14	-	66898004	66898868	1
chr14	-	66898940	66902923	1
chr14	-	66922512	66923594	2
chr14	-	66923612	66925882	1
chr14	-	66926963	66927042	1
chr14	-	66953571	66953593	4
chr14	-	66953571	66953595	1
chr14	-	66955378	66957994	1
chr14	-	66966232	66966482	2
chr14	-	66966232	66966518	1
chr14	-	67001278	67001312	1
chr14	-	67084349	67084494	8
chr14	-	67115018	67115291	1
chr14	-	67171479	67257596	2
chr14	-	67191190	67482294	1
chr14	-	67765222	67967554	1
chr14	-	68215455	68359395	1
chr14	-	68224571	68327435	1
chr14	-	69179180	69179557	1
chr14	+	69290317	69529137	1
chr14	+	69721788	69743611	1
chr14	+	69765567	69800153	5
chr14	+	69766542	69800153	6
chr14	+	69800219	69800931	8
chr14	+	69800219	69819128	1
chr14	+	69801009	69804207	1
chr14	+	69801009	69815946	3
chr14	+	69801009	69818121	2
chr14	+	69804243	69818121	1
chr14	+	69816051	69818119	1
chr14	+	69816117	69818121	2
chr14	+	69816432	69818121	1
chr14	+	69849479	69850157	1
chr14	+	69853877	69854689	2
chr14	+	69861183	70073619	1
chr14	-	69861183	70075646	2
chr14	+	69863668	69864913	5
chr14	+	69863668	69871629	3
chr14	+	69971276	70016211	1
chr14	+	69971511	70016211	1
chr14	+	70112007	70114834	1
chr14	-	70117950	70118181	1
chr14	-	70118045	70118320	1
chr14	+	70341782	70363703	1
chr14	-	71103975	71104978	1
chr14	+	71103975	71104981	3
chr14	+	71105130	71107634	1
chr14	+	71105130	71110755	3
chr14	+	71107777	71110491	1
chr14	+	71437068	71442046	3
chr14	+	71442113	71446294	2
chr14	+	71501536	71501662	1
chr14	+	71532846	71542056	2
chr14	-	71593061	71594413	1
chr14	-	71594503	71597420	1
chr14	+	71601118	71601894	1
chr14	+	71621582	71621943	1
chr14	+	71621961	71623242	1
chr14	+	71627900	71629406	1
